location,area_sqft,bedrooms,bathrooms,parking_spaces,house_age,floors,has_garden,has_pool,renovation_year,price
Suburb,4849.0,4.0,2.0,0,,2,1,0,2019.0,533600.0
Downtown,,1.0,1.0,0,1.0,1,1,0,,300600.0
Suburb,1476.0,1.0,1.0,0,15.0,3,0,0,2010.0,204600.0
Uptown,4222.0,4.0,1.0,3,30.0,3,0,0,,672600.0
Uptown,4051.0,2.0,1.0,0,5.0,1,1,0,2018.0,756500.0
Midtown,4605.0,6.0,2.0,3,20.0,3,1,0,,789100.0
Midtown,3273.0,6.0,2.0,2,25.0,2,0,0,2012.0,497200.0
Uptown,3052.0,1.0,1.0,1,18.0,1,0,0,,472900.0
Uptown,3332.0,4.0,3.0,0,27.0,3,1,0,2021.0,681500.0
Uptown,,1.0,1.0,1,7.0,1,1,1,,799400.0
Suburb,652.0,3.0,1.0,2,13.0,1,0,0,2016.0,141700.0
Uptown,3464.0,6.0,3.0,2,23.0,3,0,0,,784800.0
Rural,,5.0,5.0,0,47.0,2,1,1,2014.0,382700.0
Downtown,3300.0,3.0,3.0,2,43.0,3,1,0,2012.0,709300.0
Uptown,2252.0,1.0,1.0,1,36.0,3,1,0,2017.0,373600.0
Downtown,3110.0,2.0,2.0,0,25.0,2,1,0,2010.0,567900.0
Suburb,4375.0,6.0,2.0,3,30.0,3,0,1,,631000.0
Downtown,1604.0,5.0,5.0,0,50.0,3,1,0,,503300.0
Suburb,3036.0,3.0,3.0,1,31.0,3,1,0,2017.0,454400.0
Rural,4699.0,6.0,2.0,0,49.0,1,0,0,,427300.0
Suburb,4354.0,4.0,4.0,0,40.0,1,1,0,,527500.0
Suburb,3994.0,2.0,1.0,1,1.0,1,1,0,,487200.0
Midtown,2414.0,3.0,3.0,0,,3,0,0,,363400.0
Uptown,3572.0,4.0,1.0,0,43.0,2,0,0,2003.0,525000.0
Uptown,1506.0,1.0,1.0,1,1.0,1,0,1,2008.0,310300.0
Rural,906.0,4.0,4.0,2,41.0,2,0,0,2014.0,166800.0
Rural,666.0,3.0,1.0,1,0.0,3,1,0,,155400.0
Uptown,1008.0,3.0,2.0,0,35.0,1,1,0,2016.0,275700.0
Midtown,2161.0,1.0,1.0,3,11.0,3,1,0,2019.0,400000.0
Uptown,4164.0,4.0,1.0,3,,2,0,0,2017.0,735000.0
Midtown,3989.0,4.0,2.0,1,35.0,1,1,0,2021.0,626700.0
Rural,1180.0,1.0,1.0,3,40.0,1,1,0,2003.0,121300.0
Downtown,3024.0,4.0,3.0,0,27.0,1,1,0,,634600.0
Rural,2620.0,6.0,4.0,0,37.0,1,0,1,,343800.0
Rural,4857.0,,1.0,1,32.0,2,0,0,,425000.0
Suburb,1863.0,2.0,2.0,0,41.0,1,0,0,2000.0,216400.0
Suburb,1831.0,3.0,3.0,2,45.0,3,1,0,2010.0,288400.0
Suburb,2792.0,2.0,2.0,0,21.0,1,1,0,2000.0,386300.0
Suburb,,6.0,5.0,1,24.0,2,1,0,2011.0,388400.0
Midtown,3908.0,6.0,4.0,2,17.0,1,1,1,2008.0,749900.0
Uptown,1060.0,5.0,3.0,2,5.0,2,0,0,2004.0,377200.0
Downtown,1599.0,5.0,1.0,3,17.0,2,1,0,2014.0,500000.0
Rural,2403.0,5.0,2.0,0,15.0,3,1,0,,327600.0
Midtown,674.0,1.0,1.0,1,14.0,1,0,0,,121600.0
Downtown,2656.0,4.0,3.0,3,47.0,1,0,0,,506200.0
Midtown,2730.0,6.0,3.0,3,7.0,1,1,0,,565300.0
Midtown,4787.0,2.0,1.0,0,12.0,3,0,0,2023.0,704200.0
Rural,,2.0,1.0,0,42.0,3,0,0,,367400.0
Uptown,4420.0,2.0,1.0,1,6.0,2,1,0,2009.0,761300.0
Suburb,1997.0,2.0,1.0,3,16.0,2,1,0,,330300.0
Uptown,4354.0,5.0,2.0,1,49.0,2,0,0,,748700.0
Rural,3671.0,2.0,1.0,3,31.0,3,1,0,2006.0,350300.0
Rural,2067.0,4.0,4.0,3,21.0,3,1,0,2021.0,305600.0
Rural,1651.0,5.0,3.0,3,,3,1,0,,237600.0
Downtown,868.0,2.0,1.0,0,12.0,2,0,1,2019.0,266400.0
Uptown,542.0,1.0,1.0,3,46.0,3,1,0,,146000.0
Uptown,2407.0,3.0,2.0,3,22.0,2,1,0,2019.0,437400.0
Midtown,3990.0,3.0,3.0,3,28.0,2,1,0,2009.0,697200.0
Midtown,3035.0,3.0,1.0,2,21.0,1,0,0,,444700.0
Midtown,4673.0,5.0,3.0,0,0.0,1,0,0,2020.0,841300.0
Rural,3373.0,2.0,1.0,2,28.0,1,1,0,2023.0,291500.0
Uptown,2324.0,6.0,4.0,0,47.0,2,0,1,2012.0,589100.0
Rural,1793.0,6.0,1.0,1,4.0,1,1,1,2014.0,263700.0
Downtown,3886.0,6.0,1.0,2,34.0,1,0,1,,849200.0
Midtown,3472.0,5.0,3.0,1,9.0,1,0,0,2019.0,589000.0
Rural,4422.0,4.0,2.0,3,,3,1,1,2011.0,551500.0
Rural,1492.0,1.0,1.0,1,36.0,2,0,0,2018.0,129600.0
Downtown,2886.0,1.0,1.0,1,6.0,1,1,0,,547800.0
Suburb,2740.0,3.0,3.0,1,45.0,3,0,0,2005.0,404600.0
Uptown,1976.0,3.0,3.0,1,34.0,3,1,0,2000.0,432700.0
Suburb,3907.0,6.0,3.0,0,44.0,3,1,0,2001.0,569900.0
Midtown,889.0,6.0,2.0,2,12.0,1,0,0,,289400.0
Rural,1499.0,3.0,2.0,0,9.0,3,1,0,,199400.0
Downtown,,2.0,2.0,0,1.0,2,0,1,,595000.0
Downtown,1158.0,4.0,4.0,0,5.0,3,1,0,,477400.0
Uptown,3263.0,4.0,1.0,1,7.0,3,1,0,2014.0,574000.0
Suburb,4163.0,4.0,4.0,0,35.0,3,0,0,2010.0,569700.0
Uptown,1981.0,4.0,2.0,2,24.0,3,1,1,2009.0,501300.0
Rural,4231.0,3.0,1.0,0,43.0,2,1,0,2016.0,437400.0
Uptown,951.0,1.0,1.0,3,46.0,1,1,0,,185900.0
Downtown,-1.0,3.0,1.0,1,39.0,2,0,1,,625300.0
Downtown,3722.0,4.0,2.0,3,6.0,2,1,0,2023.0,710600.0
Midtown,,,2.0,2,45.0,1,0,0,2009.0,328000.0
Midtown,3593.0,4.0,4.0,2,22.0,3,1,0,2019.0,629300.0
Rural,1382.0,5.0,5.0,2,18.0,1,0,0,,254500.0
Suburb,4908.0,6.0,2.0,2,45.0,1,1,1,2018.0,659700.0
Uptown,4568.0,1.0,1.0,0,21.0,2,0,0,,684900.0
Rural,3066.0,5.0,2.0,1,12.0,1,1,1,2002.0,370100.0
Midtown,3777.0,2.0,2.0,2,20.0,3,1,1,2007.0,645000.0
Uptown,874.0,3.0,2.0,3,0.0,2,1,0,2004.0,288700.0
Midtown,4197.0,2.0,1.0,2,18.0,3,1,0,,593500.0
Uptown,3562.0,3.0,1.0,1,32.0,2,1,1,2013.0,653800.0
Suburb,3750.0,6.0,6.0,3,3.0,3,1,0,,743300.0
Rural,612.0,5.0,1.0,3,41.0,1,1,0,,122800.0
Uptown,3697.0,6.0,3.0,3,2.0,1,1,0,2007.0,864300.0
Downtown,2878.0,4.0,2.0,0,26.0,1,1,0,,677100.0
Downtown,2424.0,6.0,5.0,2,40.0,3,1,1,2007.0,761400.0
Uptown,639.0,6.0,6.0,0,34.0,2,0,0,,307900.0
Uptown,1924.0,4.0,2.0,3,27.0,2,1,0,2014.0,434500.0
Uptown,3449.0,3.0,1.0,0,5.0,2,0,1,2018.0,620300.0
Downtown,3668.0,4.0,1.0,0,5.0,1,1,1,,876100.0
Downtown,1016.0,5.0,5.0,0,43.0,3,1,0,2013.0,372200.0
Uptown,3116.0,6.0,2.0,2,22.0,2,1,1,2006.0,834500.0
Midtown,1387.0,4.0,2.0,3,32.0,3,0,0,2007.0,278000.0
Midtown,3604.0,6.0,4.0,3,15.0,2,0,0,2006.0,753500.0
Suburb,549.0,5.0,2.0,2,23.0,1,1,1,2017.0,234600.0
Rural,4451.0,2.0,2.0,0,4.0,3,0,0,,461600.0
Midtown,4060.0,5.0,5.0,0,40.0,2,1,0,,804200.0
Downtown,518.0,1.0,1.0,1,41.0,2,1,0,,122200.0
Midtown,1973.0,1.0,1.0,1,12.0,2,1,0,2003.0,340900.0
Suburb,4561.0,1.0,1.0,1,46.0,2,0,1,2022.0,532600.0
Suburb,3106.0,6.0,6.0,2,11.0,1,1,0,2002.0,581700.0
Rural,951.0,3.0,3.0,3,4.0,2,0,0,2016.0,153800.0
Midtown,4265.0,3.0,3.0,1,36.0,2,1,0,2021.0,671600.0
Downtown,2938.0,3.0,1.0,3,30.0,1,0,1,,668100.0
Downtown,4810.0,6.0,5.0,3,27.0,2,1,0,,1080800.0
Uptown,2049.0,5.0,3.0,3,27.0,3,0,0,2005.0,570300.0
Downtown,3974.0,3.0,,2,29.0,3,1,0,,861900.0
Rural,627.0,2.0,1.0,2,17.0,2,0,0,2018.0,98900.0
Rural,3261.0,1.0,1.0,2,43.0,1,1,0,,324800.0
Downtown,4956.0,5.0,5.0,2,26.0,1,1,0,,1105700.0
Downtown,1915.0,1.0,1.0,1,34.0,1,0,1,2019.0,427200.0
Uptown,701.0,3.0,,0,25.0,2,1,0,,257200.0
Downtown,2869.0,5.0,3.0,0,38.0,2,1,0,2009.0,684800.0
Uptown,1017.0,4.0,1.0,0,48.0,3,0,0,,185800.0
Uptown,1841.0,2.0,2.0,1,50.0,1,0,0,2017.0,318300.0
Downtown,2488.0,3.0,2.0,0,17.0,2,1,0,2013.0,536900.0
Suburb,4045.0,3.0,3.0,1,32.0,2,0,0,2003.0,505700.0
Suburb,4302.0,2.0,2.0,1,24.0,2,0,0,2011.0,572800.0
Uptown,3775.0,2.0,2.0,1,30.0,1,0,0,,601800.0
Downtown,4154.0,4.0,2.0,0,36.0,1,1,0,,833800.0
Suburb,2934.0,3.0,2.0,3,1.0,3,1,0,,461100.0
Downtown,707.0,6.0,3.0,0,32.0,1,0,0,2007.0,275200.0
Downtown,3133.0,3.0,2.0,0,38.0,2,1,0,2006.0,621000.0
Downtown,4617.0,1.0,1.0,2,42.0,3,1,0,,766600.0
Midtown,653.0,5.0,,1,42.0,1,0,1,2023.0,193300.0
Downtown,3866.0,5.0,3.0,3,31.0,1,0,0,,862600.0
Midtown,4814.0,1.0,1.0,2,17.0,1,1,0,,669300.0
Uptown,2018.0,,1.0,3,16.0,1,1,1,2002.0,497000.0
Suburb,3100.0,2.0,1.0,3,33.0,2,0,0,,402200.0
Suburb,2695.0,5.0,5.0,1,38.0,1,1,1,,462000.0
Suburb,4998.0,5.0,3.0,0,6.0,2,1,0,2013.0,698800.0
Suburb,4054.0,1.0,1.0,1,41.0,2,0,0,2006.0,408200.0
Suburb,2914.0,4.0,2.0,1,34.0,2,1,0,,404400.0
Suburb,3349.0,5.0,5.0,2,29.0,3,1,1,2017.0,539300.0
Suburb,2242.0,6.0,4.0,1,11.0,2,1,0,2010.0,407300.0
Uptown,1806.0,5.0,2.0,0,34.0,1,1,0,,370500.0
Downtown,4349.0,4.0,2.0,3,10.0,3,0,0,2019.0,989100.0
Rural,,1.0,1.0,1,43.0,1,1,0,,358800.0
Midtown,4695.0,4.0,3.0,3,3.0,2,1,0,,840200.0
Rural,3055.0,1.0,1.0,1,24.0,1,1,0,,280900.0
Rural,2805.0,2.0,2.0,3,47.0,3,0,0,2012.0,303600.0
Downtown,,1.0,1.0,1,31.0,3,0,0,,322800.0
Downtown,3142.0,2.0,1.0,2,19.0,1,0,0,,535400.0
Downtown,1677.0,2.0,1.0,3,49.0,1,0,0,,283100.0
Suburb,,1.0,1.0,1,30.0,1,0,0,,384100.0
Uptown,1059.0,6.0,1.0,1,3.0,3,1,0,2017.0,352900.0
Suburb,3464.0,3.0,3.0,2,37.0,2,0,1,,522500.0
Uptown,1771.0,,1.0,2,46.0,1,1,0,2011.0,290800.0
Uptown,2313.0,5.0,2.0,2,0.0,2,0,0,2017.0,527400.0
Rural,3415.0,6.0,2.0,3,2.0,3,0,0,2006.0,446000.0
Rural,1109.0,6.0,5.0,3,36.0,1,0,0,,192200.0
Uptown,2961.0,5.0,,2,21.0,1,0,0,,617600.0
Uptown,,3.0,1.0,0,16.0,3,1,0,,829100.0
Suburb,783.0,6.0,6.0,0,13.0,1,0,0,2003.0,262000.0
Suburb,3428.0,2.0,1.0,1,40.0,2,1,1,,334400.0
Rural,4896.0,3.0,2.0,0,34.0,3,1,1,2014.0,515200.0
Downtown,1591.0,5.0,1.0,1,12.0,3,1,0,,481900.0
Uptown,1316.0,3.0,1.0,3,34.0,1,1,0,,265300.0
Suburb,582.0,1.0,1.0,3,42.0,3,0,1,,100900.0
Rural,2420.0,3.0,2.0,0,1.0,1,1,0,,270700.0
Suburb,3991.0,2.0,2.0,3,46.0,1,1,0,2014.0,477100.0
Uptown,3644.0,1.0,1.0,2,12.0,3,0,0,,619800.0
Uptown,2593.0,4.0,4.0,2,50.0,1,0,0,2007.0,423600.0
Midtown,675.0,5.0,5.0,0,15.0,2,0,0,2007.0,283400.0
Downtown,3204.0,5.0,1.0,0,17.0,2,1,1,2021.0,816700.0
Midtown,869.0,3.0,1.0,1,6.0,1,1,1,,288100.0
Rural,2318.0,6.0,1.0,3,44.0,2,0,0,2012.0,281400.0
Suburb,2601.0,1.0,1.0,1,35.0,1,1,1,,306900.0
Rural,3990.0,4.0,1.0,1,40.0,2,1,0,2023.0,413400.0
Uptown,2279.0,1.0,1.0,2,29.0,3,1,0,,388600.0
Midtown,1864.0,5.0,3.0,2,41.0,1,0,0,,377900.0
Midtown,4962.0,1.0,1.0,2,40.0,1,1,0,2010.0,643300.0
Midtown,3842.0,4.0,4.0,2,6.0,1,1,0,2003.0,727300.0
Rural,4176.0,6.0,5.0,1,14.0,1,1,0,,560500.0
Uptown,,3.0,2.0,2,39.0,1,1,1,,629500.0
Suburb,572.0,2.0,1.0,3,18.0,1,1,1,2012.0,158900.0
Suburb,3462.0,1.0,,2,42.0,3,0,1,,387300.0
Rural,1359.0,2.0,1.0,2,36.0,3,1,0,,171100.0
Midtown,4356.0,5.0,1.0,2,1.0,2,1,0,2015.0,823600.0
Downtown,4638.0,3.0,3.0,0,41.0,1,1,0,2005.0,919700.0
Rural,2924.0,3.0,3.0,3,47.0,2,0,1,2013.0,315100.0
Rural,1564.0,1.0,,3,12.0,2,0,0,2018.0,174700.0
Uptown,2717.0,6.0,5.0,1,39.0,3,1,0,,673200.0
Suburb,4517.0,3.0,1.0,1,40.0,2,0,0,2003.0,513800.0
Rural,2759.0,1.0,1.0,2,42.0,3,0,1,,252300.0
Rural,4251.0,1.0,1.0,0,42.0,2,0,0,,381400.0
Midtown,2586.0,2.0,2.0,1,30.0,1,1,0,2023.0,478700.0
Midtown,868.0,3.0,3.0,1,15.0,2,0,0,,263100.0
Downtown,,1.0,1.0,2,41.0,3,1,1,2021.0,556400.0
Uptown,650.0,2.0,2.0,2,43.0,3,1,0,,211000.0
Downtown,1634.0,4.0,4.0,1,5.0,3,0,1,,595500.0
Midtown,3284.0,2.0,1.0,1,27.0,2,1,1,2018.0,517500.0
Suburb,4664.0,2.0,1.0,3,31.0,2,1,0,,479600.0
Midtown,2846.0,1.0,1.0,0,43.0,3,1,0,,400100.0
Uptown,2750.0,5.0,2.0,3,9.0,1,1,0,,631000.0
Midtown,560.0,5.0,2.0,1,49.0,1,1,0,,152100.0
Uptown,3510.0,6.0,1.0,3,17.0,2,1,0,,789200.0
Uptown,4401.0,5.0,1.0,3,3.0,2,0,0,2018.0,908300.0
Uptown,1837.0,2.0,1.0,1,8.0,3,1,0,,416800.0
Uptown,1684.0,6.0,3.0,2,6.0,2,1,0,2006.0,449600.0
Uptown,4926.0,1.0,1.0,1,49.0,2,1,0,,741200.0
Suburb,2051.0,3.0,1.0,2,7.0,3,1,0,,353800.0
Downtown,4933.0,2.0,1.0,1,42.0,3,0,1,,968100.0
Rural,2129.0,2.0,2.0,1,6.0,2,1,0,,244200.0
Downtown,1827.0,6.0,2.0,1,40.0,1,0,0,,411100.0
Uptown,2026.0,1.0,,0,39.0,2,1,1,,358700.0
Suburb,2173.0,4.0,4.0,2,2.0,1,0,0,,372800.0
Midtown,1861.0,2.0,1.0,0,16.0,1,1,0,,300600.0
Suburb,2073.0,4.0,2.0,1,1.0,1,1,0,2022.0,332400.0
Uptown,3186.0,4.0,1.0,3,,3,1,1,2004.0,692700.0
Suburb,4870.0,5.0,3.0,0,45.0,3,1,0,,638200.0
Suburb,2866.0,1.0,1.0,2,-5.0,3,1,1,2008.0,438200.0
Uptown,4257.0,4.0,2.0,1,49.0,2,1,1,2015.0,675600.0
Suburb,2934.0,1.0,1.0,0,47.0,3,1,0,,367000.0
Rural,2493.0,5.0,5.0,3,21.0,3,1,0,2009.0,343300.0
Rural,1369.0,1.0,1.0,0,3.0,2,1,0,2004.0,192800.0
Suburb,1514.0,2.0,2.0,2,5.0,2,1,0,,289500.0
Midtown,2411.0,4.0,2.0,0,37.0,1,0,0,2004.0,394800.0
Uptown,1102.0,1.0,1.0,3,25.0,2,1,0,2014.0,246400.0
Rural,4321.0,3.0,1.0,3,10.0,2,0,0,,499500.0
Midtown,1190.0,1.0,1.0,2,25.0,3,1,1,,275800.0
Suburb,-1.0,4.0,,3,16.0,1,0,0,2007.0,231200.0
Midtown,989.0,5.0,2.0,1,23.0,1,1,0,2023.0,254200.0
Downtown,3056.0,5.0,2.0,3,27.0,2,0,0,,718300.0
Rural,4985.0,4.0,2.0,1,34.0,3,0,0,,552500.0
Suburb,794.0,2.0,1.0,0,30.0,3,0,1,2021.0,142900.0
Uptown,4527.0,2.0,2.0,1,12.0,3,0,0,,822700.0
Suburb,3343.0,5.0,4.0,1,34.0,3,1,0,2002.0,482400.0
Uptown,3412.0,5.0,5.0,0,15.0,2,0,0,,752400.0
Suburb,2217.0,4.0,4.0,3,14.0,3,0,0,,455000.0
Midtown,3096.0,2.0,1.0,1,42.0,1,0,0,,383200.0
Midtown,2373.0,5.0,4.0,3,17.0,1,1,0,,527100.0
Midtown,3758.0,2.0,1.0,0,46.0,2,1,1,,530700.0
Downtown,3317.0,5.0,1.0,2,36.0,3,0,1,2000.0,727500.0
Uptown,,1.0,1.0,3,47.0,3,1,0,2013.0,205700.0
Midtown,,3.0,1.0,3,47.0,3,1,0,,612500.0
Downtown,4958.0,6.0,3.0,2,48.0,3,0,0,2023.0,1133300.0
Uptown,1241.0,1.0,1.0,2,40.0,2,1,0,,240100.0
Suburb,2541.0,6.0,1.0,0,26.0,3,0,0,,326600.0
Downtown,1179.0,5.0,5.0,3,,2,1,0,,480300.0
Rural,2967.0,3.0,1.0,3,44.0,3,0,0,,319800.0
Downtown,4197.0,3.0,2.0,0,34.0,3,1,0,2013.0,865700.0
Downtown,1858.0,5.0,1.0,3,27.0,1,0,0,2001.0,445100.0
Uptown,562.0,5.0,3.0,1,38.0,2,1,0,,242100.0
Suburb,3059.0,2.0,2.0,1,37.0,1,1,0,2005.0,379200.0
Rural,4269.0,5.0,3.0,1,8.0,2,0,0,,464700.0
Midtown,4851.0,4.0,4.0,3,11.0,3,1,0,,694200.0
Midtown,634.0,5.0,4.0,1,14.0,3,0,1,,328600.0
Downtown,4144.0,4.0,1.0,1,20.0,2,1,0,2005.0,907400.0
Uptown,2635.0,5.0,2.0,0,34.0,1,0,1,,505600.0
Uptown,3778.0,2.0,1.0,0,41.0,2,0,0,2006.0,588100.0
Midtown,1322.0,4.0,1.0,2,32.0,2,1,0,,284600.0
Rural,3574.0,1.0,1.0,2,50.0,3,1,0,,342800.0
Suburb,3481.0,4.0,4.0,2,18.0,1,1,0,2013.0,524100.0
Rural,620.0,2.0,1.0,2,22.0,2,0,1,,122200.0
Suburb,2137.0,6.0,2.0,0,12.0,1,0,0,2008.0,308900.0
Midtown,1424.0,4.0,3.0,0,43.0,1,1,0,2006.0,264200.0
Suburb,1144.0,5.0,4.0,0,0.0,2,1,0,2013.0,314000.0
Uptown,2532.0,5.0,4.0,1,50.0,1,0,0,,493100.0
Downtown,3261.0,6.0,3.0,1,28.0,3,0,0,,657100.0
Downtown,2568.0,2.0,1.0,2,23.0,3,0,0,2015.0,531900.0
Midtown,741.0,3.0,3.0,1,15.0,3,0,1,2006.0,246400.0
Uptown,3168.0,5.0,1.0,3,24.0,3,0,0,2009.0,749700.0
Rural,1302.0,1.0,1.0,0,22.0,1,0,0,,97300.0
Uptown,4664.0,2.0,2.0,2,27.0,3,1,0,,828700.0
Downtown,695.0,4.0,3.0,2,46.0,2,1,1,2016.0,300100.0
Downtown,2687.0,4.0,1.0,3,15.0,3,0,1,,712100.0
Uptown,4015.0,1.0,1.0,1,42.0,2,0,0,,582800.0
Uptown,2830.0,5.0,2.0,2,37.0,2,0,0,,587900.0
Downtown,2859.0,,1.0,1,10.0,3,1,0,,655400.0
Rural,4106.0,1.0,1.0,1,2.0,3,1,0,2008.0,376300.0
Midtown,776.0,5.0,4.0,3,14.0,1,1,1,2022.0,337900.0
Midtown,560.0,2.0,1.0,2,0.0,2,1,0,,190600.0
Uptown,3890.0,4.0,1.0,1,6.0,3,1,0,,746900.0
Midtown,2413.0,2.0,1.0,1,0.0,1,0,0,2020.0,387100.0
Downtown,4427.0,6.0,5.0,3,48.0,3,0,0,,1041900.0
Downtown,3091.0,3.0,,3,31.0,3,1,1,2003.0,753600.0
Uptown,1066.0,2.0,,1,8.0,3,0,0,2020.0,242400.0
Uptown,4435.0,3.0,2.0,3,28.0,2,1,0,2008.0,746500.0
Uptown,2071.0,2.0,2.0,1,25.0,3,1,1,2015.0,448700.0
Rural,1700.0,3.0,3.0,2,22.0,1,1,0,,234900.0
Midtown,4909.0,6.0,1.0,0,44.0,3,0,0,2003.0,718100.0
Uptown,3354.0,4.0,2.0,3,42.0,3,1,0,,756000.0
Suburb,3395.0,5.0,2.0,0,28.0,1,1,0,,463900.0
Suburb,1736.0,3.0,3.0,1,37.0,1,1,0,,274800.0
Downtown,636.0,6.0,3.0,1,32.0,2,1,0,,277200.0
Midtown,1529.0,3.0,3.0,1,6.0,2,1,0,,326600.0
Uptown,2656.0,4.0,3.0,0,11.0,2,0,0,,503200.0
Suburb,3094.0,3.0,3.0,1,30.0,2,1,0,2022.0,417300.0
Midtown,1161.0,6.0,1.0,3,31.0,1,0,0,2022.0,229600.0
Downtown,2972.0,6.0,2.0,2,19.0,3,0,0,,640600.0
Rural,3177.0,,1.0,2,50.0,3,1,1,2021.0,333400.0
Midtown,,4.0,1.0,3,16.0,3,1,0,,483400.0
Midtown,586.0,1.0,1.0,2,35.0,2,0,0,2002.0,97400.0
Rural,3012.0,4.0,1.0,0,2.0,1,0,1,,358100.0
Midtown,3442.0,3.0,3.0,1,0.0,1,0,0,2009.0,634300.0
Downtown,3273.0,6.0,2.0,1,49.0,1,1,0,,705300.0
Downtown,3004.0,1.0,1.0,1,26.0,3,0,0,2006.0,567900.0
Rural,3810.0,3.0,1.0,0,46.0,2,0,0,,357100.0
Uptown,,6.0,4.0,0,39.0,1,0,0,,497800.0
Suburb,4170.0,4.0,,0,32.0,2,1,1,,660200.0
Uptown,3200.0,6.0,2.0,3,19.0,1,1,0,,563900.0
Midtown,4129.0,3.0,1.0,0,13.0,2,0,0,2023.0,612900.0
Suburb,2147.0,1.0,1.0,2,35.0,1,1,0,2005.0,263200.0
Rural,3818.0,1.0,1.0,3,4.0,2,0,0,,368300.0
Rural,4187.0,6.0,4.0,3,22.0,1,1,1,2000.0,522000.0
Suburb,1096.0,3.0,1.0,3,44.0,1,1,0,,165000.0
Downtown,984.0,2.0,1.0,0,14.0,2,0,0,2011.0,248700.0
Suburb,1145.0,4.0,4.0,3,5.0,2,0,0,,270400.0
Midtown,3589.0,4.0,4.0,0,32.0,3,1,0,2002.0,624400.0
Downtown,4884.0,3.0,3.0,0,18.0,2,0,0,,1068300.0
Rural,1220.0,2.0,2.0,3,12.0,1,1,0,2015.0,199000.0
Suburb,998.0,1.0,1.0,1,28.0,1,0,1,,155600.0
Uptown,2173.0,5.0,4.0,1,5.0,2,0,0,2008.0,517500.0
Uptown,,,1.0,3,14.0,3,1,0,2010.0,631300.0
Midtown,614.0,3.0,3.0,1,15.0,2,1,0,,227700.0
Uptown,3479.0,2.0,1.0,2,23.0,1,1,0,2020.0,629600.0
Suburb,2236.0,2.0,2.0,2,22.0,1,0,0,2012.0,281000.0
Suburb,4111.0,4.0,2.0,0,47.0,3,1,0,2022.0,520300.0
Uptown,2753.0,,1.0,1,9.0,2,1,0,2018.0,492000.0
Suburb,2794.0,6.0,3.0,2,40.0,1,1,0,2002.0,369600.0
Midtown,,2.0,1.0,3,,1,1,0,2011.0,604700.0
Downtown,646.0,6.0,5.0,1,48.0,1,0,1,2018.0,367300.0
Midtown,4482.0,5.0,3.0,2,16.0,2,1,0,,790800.0
Midtown,3953.0,6.0,,2,48.0,2,1,0,2013.0,836200.0
Suburb,2910.0,1.0,1.0,3,43.0,3,0,0,2021.0,327700.0
Downtown,636.0,1.0,1.0,0,44.0,1,1,0,2008.0,108800.0
Suburb,3860.0,6.0,3.0,3,29.0,1,0,0,,637500.0
Rural,3505.0,3.0,,0,43.0,3,0,0,,284200.0
Suburb,4052.0,,2.0,2,,1,1,0,2005.0,461700.0
Suburb,518.0,3.0,1.0,0,9.0,3,0,0,2003.0,133000.0
Suburb,2742.0,6.0,5.0,2,,3,0,0,,527800.0
Downtown,948.0,2.0,2.0,2,28.0,1,1,0,,290000.0
Suburb,2448.0,4.0,4.0,1,1.0,2,1,0,,400400.0
Downtown,1445.0,3.0,1.0,0,35.0,2,1,1,2001.0,428600.0
Uptown,4736.0,3.0,,0,18.0,2,1,0,,870300.0
Rural,2420.0,6.0,2.0,0,6.0,2,0,1,2014.0,308300.0
Downtown,,5.0,1.0,3,25.0,1,1,1,2009.0,756000.0
Uptown,4688.0,6.0,2.0,1,14.0,3,1,1,2002.0,973700.0
Downtown,4515.0,,2.0,1,46.0,3,0,0,,977700.0
Downtown,738.0,2.0,2.0,1,37.0,1,1,1,2003.0,264900.0
Rural,704.0,5.0,5.0,3,2.0,2,0,0,2021.0,246400.0
Midtown,3107.0,6.0,4.0,0,37.0,3,0,0,,609000.0
Midtown,4840.0,6.0,4.0,0,15.0,1,1,0,,754800.0
Downtown,3888.0,3.0,3.0,0,1.0,1,1,0,2017.0,942500.0
Suburb,3472.0,3.0,3.0,1,30.0,2,0,0,2003.0,419900.0
Uptown,4890.0,4.0,3.0,1,27.0,1,0,0,2022.0,813300.0
Suburb,3187.0,6.0,5.0,2,6.0,3,1,0,,583600.0
Suburb,4666.0,3.0,2.0,3,29.0,3,0,0,,588500.0
Downtown,1848.0,1.0,1.0,3,42.0,1,0,0,,341700.0
Downtown,4900.0,5.0,,1,6.0,3,1,0,2020.0,1102300.0
Downtown,1316.0,1.0,1.0,2,35.0,1,1,1,2021.0,320900.0
Downtown,1320.0,5.0,5.0,0,-5.0,3,1,0,,550900.0
Midtown,692.0,6.0,1.0,1,23.0,2,1,0,,223900.0
Downtown,2276.0,4.0,4.0,3,38.0,3,1,1,2021.0,612000.0
Midtown,4145.0,3.0,3.0,3,3.0,2,1,0,2011.0,760800.0
Midtown,750.0,3.0,3.0,3,28.0,2,0,0,,216400.0
Downtown,2288.0,3.0,1.0,0,43.0,1,1,1,2011.0,499700.0
Rural,4200.0,,6.0,3,4.0,2,1,1,2015.0,605700.0
Uptown,2963.0,5.0,1.0,0,28.0,3,0,0,,540100.0
Suburb,1667.0,3.0,1.0,0,29.0,3,0,0,,260000.0
Midtown,4393.0,1.0,1.0,0,28.0,2,1,1,,679800.0
Uptown,1596.0,3.0,2.0,1,,1,0,0,,309700.0
